state,activity_code,activity_label,status,count
MAHARASHTRA,7(a),Airports,tor_granted,1
MAHARASHTRA,7(c,,delisted,2
MAHARASHTRA,7(c,,granted,7
MAHARASHTRA,7(c,,tor_granted,3
MAHARASHTRA,7(d,,dead,2
MAHARASHTRA,7(d,,delisted,1
MAHARASHTRA,7(d,,granted,3
MAHARASHTRA,7(d,,in_process,1
MAHARASHTRA,7(d,,tor_granted,1
MAHARASHTRA,7(da),Bio-Medical Waste Treatment Facilities,dead,3
MAHARASHTRA,7(da),Bio-Medical Waste Treatment Facilities,delisted,5
MAHARASHTRA,7(da),Bio-Medical Waste Treatment Facilities,granted,16
MAHARASHTRA,7(da),Bio-Medical Waste Treatment Facilities,in_process,5
MAHARASHTRA,7(da),Bio-Medical Waste Treatment Facilities,tor_granted,19
MAHARASHTRA,7(e),"Ports, harbors, breakwaters, dredging",dead,6
MAHARASHTRA,7(e),"Ports, harbors, breakwaters, dredging",delisted,8
MAHARASHTRA,7(e),"Ports, harbors, breakwaters, dredging",granted,16
MAHARASHTRA,7(e),"Ports, harbors, breakwaters, dredging",in_process,3
MAHARASHTRA,7(e),"Ports, harbors, breakwaters, dredging",tor_granted,7
MAHARASHTRA,7(f),Road,dead,6
MAHARASHTRA,7(f),Road,delisted,7
MAHARASHTRA,7(f),Road,granted,2
MAHARASHTRA,7(f),Road,in_process,4
MAHARASHTRA,7(f),Road,tor_granted,26
MAHARASHTRA,7(h),Common Effluent Treatment Plants (CETPs),delisted,1
MAHARASHTRA,7(h),Common Effluent Treatment Plants (CETPs),granted,3
MAHARASHTRA,7(h),Common Effluent Treatment Plants (CETPs),tor_granted,2
MAHARASHTRA,7(i),Common Municipal Solid Waste Management Facility (CMSWMF),dead,1
MAHARASHTRA,7(i),Common Municipal Solid Waste Management Facility (CMSWMF),granted,2
MAHARASHTRA,7(i),Common Municipal Solid Waste Management Facility (CMSWMF),in_process,1
MAHARASHTRA,7(i),Common Municipal Solid Waste Management Facility (CMSWMF),tor_granted,5
MAHARASHTRA,8(a),Building / Construction,dead,709
MAHARASHTRA,8(a),Building / Construction,delisted,656
MAHARASHTRA,8(a),Building / Construction,granted,2669
MAHARASHTRA,8(a),Building / Construction,in_process,550
MAHARASHTRA,8(a),Building / Construction,tor_granted,62
MAHARASHTRA,8(b),Townships/ Area Development Projects / Rehabilitation Centre,dead,99
MAHARASHTRA,8(b),Townships/ Area Development Projects / Rehabilitation Centre,delisted,91
MAHARASHTRA,8(b),Townships/ Area Development Projects / Rehabilitation Centre,granted,589
MAHARASHTRA,8(b),Townships/ Area Development Projects / Rehabilitation Centre,in_process,161
MAHARASHTRA,8(b),Townships/ Area Development Projects / Rehabilitation Centre,tor_granted,926
MAHARASHTRA,Building,,granted,9
MAHARASHTRA,Building,,tor_granted,3
MAHARASHTRA,Mining,,granted,23
MAHARASHTRA,Mining,,in_process,1
MAHARASHTRA,Synthetic,,tor_granted,1
MAHARASHTRA,Townships/,,granted,1
MAHARASHTRA,Townships/,,tor_granted,2
MAHARASHTRA,UNCLASSIFIED,,dead,4
MAHARASHTRA,UNCLASSIFIED,,delisted,2
MAHARASHTRA,UNCLASSIFIED,,granted,1008
MAHARASHTRA,UNCLASSIFIED,,in_process,181
MAHARASHTRA,UNCLASSIFIED,,tor_granted,224
MANIPUR,1(a),Mining of minerals,delisted,2
MANIPUR,1(a),Mining of minerals,granted,1
MANIPUR,1(a),Mining of minerals,in_process,1
MANIPUR,UNCLASSIFIED,,granted,2
MEGHALAYA,1(a),Mining of minerals,dead,7
MEGHALAYA,1(a),Mining of minerals,delisted,20
MEGHALAYA,1(a),Mining of minerals,granted,130
MEGHALAYA,1(a),Mining of minerals,in_process,50
MEGHALAYA,1(a),Mining of minerals,tor_granted,46
MEGHALAYA,1(c),River Valley/Irrigation projects,delisted,1
MEGHALAYA,1(c),River Valley/Irrigation projects,tor_granted,1
MEGHALAYA,1(d),Thermal Power Plants,dead,2
MEGHALAYA,1(d),Thermal Power Plants,granted,2
MEGHALAYA,3(b),Cement plants,dead,3
MEGHALAYA,3(b),Cement plants,delisted,1
MEGHALAYA,3(b),Cement plants,granted,4
MEGHALAYA,3(b),Cement plants,tor_granted,2
MEGHALAYA,5(g),Distilleries,granted,1
MEGHALAYA,7(a),Airports,granted,1
MEGHALAYA,7(a),Airports,tor_granted,1
MEGHALAYA,7(i),Common Municipal Solid Waste Management Facility (CMSWMF),in_process,1
MEGHALAYA,7(i),Common Municipal Solid Waste Management Facility (CMSWMF),tor_granted,1
MEGHALAYA,8(a),Building / Construction,delisted,1
MEGHALAYA,UNCLASSIFIED,,delisted,1
MEGHALAYA,UNCLASSIFIED,,granted,10
MEGHALAYA,UNCLASSIFIED,,in_process,3
MEGHALAYA,UNCLASSIFIED,,tor_granted,3
MIZORAM,1(a),Mining of minerals,dead,1
MIZORAM,1(b),"Off-shore and onshore oil and gas exploration,  development ",in_process,1
MIZORAM,7(i),Common Municipal Solid Waste Management Facility (CMSWMF),dead,1
MIZORAM,7(i),Common Municipal Solid Waste Management Facility (CMSWMF),delisted,1
MIZORAM,7(i),Common Municipal Solid Waste Management Facility (CMSWMF),in_process,5
MIZORAM,8(b),Townships/ Area Development Projects / Rehabilitation Centre,in_process,1
NAGALAND,1(a),Mining of minerals,delisted,1
ODISHA,1,,in_process,1
ODISHA,1,,tor_granted,1
ODISHA,1(a),Mining of minerals,dead,623
ODISHA,1(a),Mining of minerals,delisted,252
ODISHA,1(a),Mining of minerals,granted,1350
ODISHA,1(a),Mining of minerals,in_process,231
ODISHA,1(a),Mining of minerals,tor_granted,95
ODISHA,1(c),River Valley/Irrigation projects,dead,2
ODISHA,1(c),River Valley/Irrigation projects,delisted,3
ODISHA,1(c),River Valley/Irrigation projects,granted,2
ODISHA,1(c),River Valley/Irrigation projects,in_process,2
ODISHA,1(c),River Valley/Irrigation projects,tor_granted,9
ODISHA,1(d),Thermal Power Plants,dead,9
ODISHA,1(d),Thermal Power Plants,delisted,3
ODISHA,1(d),Thermal Power Plants,granted,13
ODISHA,1(d),Thermal Power Plants,in_process,1
ODISHA,1(d),Thermal Power Plants,tor_granted,11
ODISHA,2(a),Coal washeries,dead,2
ODISHA,2(a),Coal washeries,delisted,1
ODISHA,2(a),Coal washeries,granted,5
ODISHA,2(a),Coal washeries,in_process,3
ODISHA,2(a),Coal washeries,tor_granted,2
ODISHA,2(b),Mineral beneficiation,dead,6
ODISHA,2(b),Mineral beneficiation,delisted,6
ODISHA,2(b),Mineral beneficiation,granted,18
ODISHA,2(b),Mineral beneficiation,in_process,7
ODISHA,2(b),Mineral beneficiation,tor_granted,23
ODISHA,2(c),Pellet Plant,dead,2
ODISHA,2(c),Pellet Plant,delisted,1
ODISHA,2(c),Pellet Plant,tor_granted,2
ODISHA,3(a),Metallurgical Industries (ferrous and non ferrous),dead,28
ODISHA,3(a),Metallurgical Industries (ferrous and non ferrous),delisted,44
ODISHA,3(a),Metallurgical Industries (ferrous and non ferrous),granted,43
ODISHA,3(a),Metallurgical Industries (ferrous and non ferrous),in_process,17
ODISHA,3(a),Metallurgical Industries (ferrous and non ferrous),tor_granted,31
ODISHA,3(b),Cement plants,dead,2
ODISHA,3(b),Cement plants,delisted,2
ODISHA,3(b),Cement plants,granted,3
ODISHA,3(b),Cement plants,in_process,3
ODISHA,3(b),Cement plants,tor_granted,5
ODISHA,39,,granted,2
ODISHA,4(b),Coke oven plants,dead,3
ODISHA,4(b),Coke oven plants,delisted,1
ODISHA,4(b),Coke oven plants,granted,3
ODISHA,4(b),Coke oven plants,in_process,1
ODISHA,4(b),Coke oven plants,tor_granted,4
ODISHA,5(a),Chemical fertilizers,delisted,2
ODISHA,5(a),Chemical fertilizers,granted,2
ODISHA,5(a),Chemical fertilizers,in_process,1
ODISHA,5(a),Chemical fertilizers,tor_granted,1
ODISHA,5(b),Pesticides industry and pesticide specific intermediates (ex,in_process,1
ODISHA,5(b),Pesticides industry and pesticide specific intermediates (ex,tor_granted,1
ODISHA,5(e,,dead,1
ODISHA,5(e,,in_process,1
ODISHA,5(f),Synthetic organic chemicals industry,granted,1
ODISHA,5(f),Synthetic organic chemicals industry,in_process,1
ODISHA,5(f),Synthetic organic chemicals industry,tor_granted,2
ODISHA,5(g),Distilleries,dead,25
ODISHA,5(g),Distilleries,delisted,23
ODISHA,5(g),Distilleries,granted,198
ODISHA,5(g),Distilleries,in_process,29
ODISHA,5(g),Distilleries,tor_granted,1
ODISHA,5(ga),Grain based distilleries,dead,1
ODISHA,5(ga),Grain based distilleries,delisted,1
ODISHA,5(ga),Grain based distilleries,granted,1
ODISHA,5(ga),Grain based distilleries,tor_granted,1
ODISHA,7(a),Airports,in_process,1
ODISHA,7(a),Airports,tor_granted,1
ODISHA,7(c,,delisted,1
ODISHA,7(d,,dead,4
ODISHA,7(d,,in_process,1
ODISHA,7(d,,tor_granted,1
ODISHA,7(da),Bio-Medical Waste Treatment Facilities,dead,3
ODISHA,7(da),Bio-Medical Waste Treatment Facilities,granted,6
ODISHA,7(da),Bio-Medical Waste Treatment Facilities,in_process,3
ODISHA,7(da),Bio-Medical Waste Treatment Facilities,tor_granted,11
ODISHA,7(e),"Ports, harbors, breakwaters, dredging",dead,3
ODISHA,7(e),"Ports, harbors, breakwaters, dredging",delisted,2
ODISHA,7(e),"Ports, harbors, breakwaters, dredging",granted,3
ODISHA,7(e),"Ports, harbors, breakwaters, dredging",in_process,3
ODISHA,7(e),"Ports, harbors, breakwaters, dredging",tor_granted,6
ODISHA,7(f),Road,dead,1
ODISHA,7(f),Road,delisted,1
ODISHA,7(f),Road,granted,4
ODISHA,7(f),Road,tor_granted,7
ODISHA,7(i),Common Municipal Solid Waste Management Facility (CMSWMF),granted,1
ODISHA,8(a),Building / Construction,dead,23
ODISHA,8(a),Building / Construction,delisted,21
ODISHA,8(a),Building / Construction,granted,119
ODISHA,8(a),Building / Construction,in_process,48
ODISHA,8(a),Building / Construction,tor_granted,1
ODISHA,8(b),Townships/ Area Development Projects / Rehabilitation Centre,dead,4
ODISHA,8(b),Townships/ Area Development Projects / Rehabilitation Centre,delisted,5
ODISHA,8(b),Townships/ Area Development Projects / Rehabilitation Centre,granted,11
ODISHA,8(b),Townships/ Area Development Projects / Rehabilitation Centre,in_process,5
ODISHA,8(b),Townships/ Area Development Projects / Rehabilitation Centre,tor_granted,17
ODISHA,Building,,tor_granted,1
ODISHA,Coaltar,,granted,1
ODISHA,Metallurgical,,tor_granted,1
ODISHA,Mining,,granted,2
ODISHA,Mining,,in_process,2
ODISHA,UNCLASSIFIED,,dead,3
ODISHA,UNCLASSIFIED,,delisted,1
ODISHA,UNCLASSIFIED,,granted,126
ODISHA,UNCLASSIFIED,,in_process,68
ODISHA,UNCLASSIFIED,,tor_granted,36
PUDUCHERRY,3(a),Metallurgical Industries (ferrous and non ferrous),dead,1
PUDUCHERRY,3(a),Metallurgical Industries (ferrous and non ferrous),delisted,5
PUDUCHERRY,3(a),Metallurgical Industries (ferrous and non ferrous),tor_granted,3
PUDUCHERRY,4(d),Chlor-alkali industry,delisted,1
PUDUCHERRY,4(d),Chlor-alkali industry,tor_granted,2
PUDUCHERRY,5(b),Pesticides industry and pesticide specific intermediates (ex,granted,1
PUDUCHERRY,5(e,,dead,1
PUDUCHERRY,5(e,,delisted,1
PUDUCHERRY,5(e,,granted,1
PUDUCHERRY,5(e,,tor_granted,3
PUDUCHERRY,5(f),Synthetic organic chemicals industry,granted,1
PUDUCHERRY,5(f),Synthetic organic chemicals industry,tor_granted,2
PUDUCHERRY,5(g),Distilleries,in_process,1
PUDUCHERRY,5(g),Distilleries,tor_granted,1
PUDUCHERRY,5(h),Integrated paint industry,tor_granted,1
PUDUCHERRY,7(d,,granted,1
PUDUCHERRY,7(e),"Ports, harbors, breakwaters, dredging",tor_granted,1
PUDUCHERRY,8(a),Building / Construction,dead,1
PUDUCHERRY,8(a),Building / Construction,granted,3
PUDUCHERRY,8(a),Building / Construction,in_process,1
PUDUCHERRY,8(b),Townships/ Area Development Projects / Rehabilitation Centre,granted,1
PUDUCHERRY,8(b),Townships/ Area Development Projects / Rehabilitation Centre,tor_granted,1
PUDUCHERRY,UNCLASSIFIED,,granted,1
PUDUCHERRY,UNCLASSIFIED,,tor_granted,1
PUNJAB,1(a),Mining of minerals,dead,18
PUNJAB,1(a),Mining of minerals,delisted,20
PUNJAB,1(a),Mining of minerals,granted,153
PUNJAB,1(a),Mining of minerals,in_process,39
PUNJAB,1(a),Mining of minerals,tor_granted,102
PUNJAB,1(b),"Off-shore and onshore oil and gas exploration,  development ",tor_granted,1
PUNJAB,1(c),River Valley/Irrigation projects,tor_granted,1
PUNJAB,1(d),Thermal Power Plants,dead,1
PUNJAB,1(d),Thermal Power Plants,delisted,3
PUNJAB,1(d),Thermal Power Plants,granted,2
PUNJAB,1(d),Thermal Power Plants,tor_granted,1
PUNJAB,3(a),Metallurgical Industries (ferrous and non ferrous),dead,12
PUNJAB,3(a),Metallurgical Industries (ferrous and non ferrous),delisted,27
PUNJAB,3(a),Metallurgical Industries (ferrous and non ferrous),granted,55
PUNJAB,3(a),Metallurgical Industries (ferrous and non ferrous),in_process,7
PUNJAB,3(a),Metallurgical Industries (ferrous and non ferrous),tor_granted,40
PUNJAB,3(b),Cement plants,granted,3
PUNJAB,3(b),Cement plants,in_process,2
PUNJAB,3(b),Cement plants,tor_granted,6
PUNJAB,4(a),Petroleum refining industry,tor_granted,1
PUNJAB,4(d),Chlor-alkali industry,granted,2
PUNJAB,4(d),Chlor-alkali industry,tor_granted,1
PUNJAB,5(a),Chemical fertilizers,granted,1
PUNJAB,5(a),Chemical fertilizers,tor_granted,1
PUNJAB,5(b),Pesticides industry and pesticide specific intermediates (ex,dead,2
PUNJAB,5(b),Pesticides industry and pesticide specific intermediates (ex,delisted,1
PUNJAB,5(b),Pesticides industry and pesticide specific intermediates (ex,granted,3
PUNJAB,5(b),Pesticides industry and pesticide specific intermediates (ex,tor_granted,2
PUNJAB,5(c),Petro-chemical complexes (industries based on processing of ,dead,2
PUNJAB,5(e,,granted,1
PUNJAB,5(e,,tor_granted,1
PUNJAB,5(f),Synthetic organic chemicals industry,dead,7
PUNJAB,5(f),Synthetic organic chemicals industry,delisted,2
PUNJAB,5(f),Synthetic organic chemicals industry,granted,23
PUNJAB,5(f),Synthetic organic chemicals industry,in_process,2
PUNJAB,5(f),Synthetic organic chemicals industry,tor_granted,21
PUNJAB,5(g),Distilleries,dead,2
PUNJAB,5(g),Distilleries,delisted,4
PUNJAB,5(g),Distilleries,granted,8
PUNJAB,5(g),Distilleries,tor_granted,1
PUNJAB,5(ga),Grain based distilleries,dead,2
PUNJAB,5(ga),Grain based distilleries,granted,1
PUNJAB,5(ga),Grain based distilleries,in_process,1
PUNJAB,5(h),Integrated paint industry,in_process,1
PUNJAB,5(i),Pulp & Paper Industry,delisted,3
PUNJAB,5(i),Pulp & Paper Industry,granted,1
PUNJAB,5(i),Pulp & Paper Industry,tor_granted,1
PUNJAB,7(c,,granted,2
PUNJAB,7(d,,dead,1
PUNJAB,7(da),Bio-Medical Waste Treatment Facilities,granted,1
PUNJAB,7(da),Bio-Medical Waste Treatment Facilities,tor_granted,1
PUNJAB,7(f),Road,delisted,1
PUNJAB,7(h),Common Effluent Treatment Plants (CETPs),dead,4
PUNJAB,7(h),Common Effluent Treatment Plants (CETPs),granted,1
PUNJAB,7(h),Common Effluent Treatment Plants (CETPs),tor_granted,1
PUNJAB,7(i),Common Municipal Solid Waste Management Facility (CMSWMF),dead,1
PUNJAB,7(i),Common Municipal Solid Waste Management Facility (CMSWMF),delisted,2
PUNJAB,8(a),Building / Construction,dead,19
PUNJAB,8(a),Building / Construction,delisted,41
PUNJAB,8(a),Building / Construction,granted,235
PUNJAB,8(a),Building / Construction,in_process,45
PUNJAB,8(a),Building / Construction,tor_granted,12
PUNJAB,8(b),Townships/ Area Development Projects / Rehabilitation Centre,dead,14
PUNJAB,8(b),Townships/ Area Development Projects / Rehabilitation Centre,delisted,10
PUNJAB,8(b),Townships/ Area Development Projects / Rehabilitation Centre,granted,71
PUNJAB,8(b),Townships/ Area Development Projects / Rehabilitation Centre,in_process,24
PUNJAB,8(b),Townships/ Area Development Projects / Rehabilitation Centre,tor_granted,102
PUNJAB,Building,,tor_granted,2
PUNJAB,UNCLASSIFIED,,granted,22
PUNJAB,UNCLASSIFIED,,in_process,19
PUNJAB,UNCLASSIFIED,,tor_granted,31
RAJASTHAN,1,,granted,15
RAJASTHAN,1,,tor_granted,5
RAJASTHAN,1(a),Mining of minerals,dead,728
RAJASTHAN,1(a),Mining of minerals,delisted,14847
RAJASTHAN,1(a),Mining of minerals,granted,14071
RAJASTHAN,1(a),Mining of minerals,in_process,1697
RAJASTHAN,1(a),Mining of minerals,tor_granted,2038
RAJASTHAN,1(b),"Off-shore and onshore oil and gas exploration,  development ",delisted,3
RAJASTHAN,1(b),"Off-shore and onshore oil and gas exploration,  development ",granted,5
RAJASTHAN,1(b),"Off-shore and onshore oil and gas exploration,  development ",in_process,2
RAJASTHAN,1(b),"Off-shore and onshore oil and gas exploration,  development ",tor_granted,3
RAJASTHAN,1(c),River Valley/Irrigation projects,delisted,3
RAJASTHAN,1(c),River Valley/Irrigation projects,granted,1
RAJASTHAN,1(c),River Valley/Irrigation projects,tor_granted,8
RAJASTHAN,1(d),Thermal Power Plants,delisted,2
RAJASTHAN,1(d),Thermal Power Plants,granted,2
RAJASTHAN,1(d),Thermal Power Plants,tor_granted,1
RAJASTHAN,11,,granted,1
RAJASTHAN,2(b),Mineral beneficiation,delisted,32
RAJASTHAN,2(b),Mineral beneficiation,granted,3
RAJASTHAN,2(b),Mineral beneficiation,tor_granted,3
RAJASTHAN,3(a),Metallurgical Industries (ferrous and non ferrous),dead,5
RAJASTHAN,3(a),Metallurgical Industries (ferrous and non ferrous),delisted,10
RAJASTHAN,3(a),Metallurgical Industries (ferrous and non ferrous),granted,23
RAJASTHAN,3(a),Metallurgical Industries (ferrous and non ferrous),in_process,5
RAJASTHAN,3(a),Metallurgical Industries (ferrous and non ferrous),tor_granted,12
RAJASTHAN,3(b),Cement plants,dead,6
RAJASTHAN,3(b),Cement plants,delisted,7
RAJASTHAN,3(b),Cement plants,granted,24
RAJASTHAN,3(b),Cement plants,in_process,5
RAJASTHAN,3(b),Cement plants,tor_granted,19
RAJASTHAN,39,,granted,2
RAJASTHAN,4(a),Petroleum refining industry,granted,1
RAJASTHAN,4(a),Petroleum refining industry,tor_granted,1
RAJASTHAN,4(c),Asbestos milling / asbestos-based products,dead,2
RAJASTHAN,4(c),Asbestos milling / asbestos-based products,delisted,2
RAJASTHAN,4(c),Asbestos milling / asbestos-based products,granted,2
RAJASTHAN,4(c),Asbestos milling / asbestos-based products,tor_granted,1
RAJASTHAN,4(d),Chlor-alkali industry,dead,2
RAJASTHAN,4(d),Chlor-alkali industry,in_process,1
RAJASTHAN,4(d),Chlor-alkali industry,tor_granted,1
RAJASTHAN,4(f),Skin/hide processing including the tanning industry,delisted,1
RAJASTHAN,4(f),Skin/hide processing including the tanning industry,in_process,2
RAJASTHAN,4(f),Skin/hide processing including the tanning industry,tor_granted,1
RAJASTHAN,5(a),Chemical fertilizers,dead,4
RAJASTHAN,5(a),Chemical fertilizers,delisted,3
RAJASTHAN,5(a),Chemical fertilizers,granted,6
RAJASTHAN,5(a),Chemical fertilizers,in_process,3
RAJASTHAN,5(a),Chemical fertilizers,tor_granted,8
RAJASTHAN,5(b),Pesticides industry and pesticide specific intermediates (ex,dead,2
RAJASTHAN,5(b),Pesticides industry and pesticide specific intermediates (ex,granted,5
RAJASTHAN,5(b),Pesticides industry and pesticide specific intermediates (ex,tor_granted,6
RAJASTHAN,5(f),Synthetic organic chemicals industry,dead,13
RAJASTHAN,5(f),Synthetic organic chemicals industry,delisted,14
RAJASTHAN,5(f),Synthetic organic chemicals industry,granted,39
RAJASTHAN,5(f),Synthetic organic chemicals industry,in_process,8
RAJASTHAN,5(f),Synthetic organic chemicals industry,tor_granted,53
RAJASTHAN,5(g),Distilleries,dead,2
RAJASTHAN,5(g),Distilleries,delisted,2
RAJASTHAN,5(g),Distilleries,granted,17
RAJASTHAN,5(g),Distilleries,tor_granted,4
RAJASTHAN,5(ga),Grain based distilleries,dead,1
RAJASTHAN,5(ga),Grain based distilleries,delisted,1
RAJASTHAN,5(j),Sugar Industry,tor_granted,1
RAJASTHAN,7(a),Airports,dead,1
RAJASTHAN,7(a),Airports,granted,3
RAJASTHAN,7(a),Airports,tor_granted,2
RAJASTHAN,7(c,,dead,14
RAJASTHAN,7(c,,delisted,8
RAJASTHAN,7(c,,granted,5
RAJASTHAN,7(c,,in_process,3
RAJASTHAN,7(c,,tor_granted,7
RAJASTHAN,7(d,,dead,2
RAJASTHAN,7(d,,delisted,1
RAJASTHAN,7(d,,in_process,2
RAJASTHAN,7(da),Bio-Medical Waste Treatment Facilities,delisted,1
RAJASTHAN,7(da),Bio-Medical Waste Treatment Facilities,in_process,1
RAJASTHAN,7(da),Bio-Medical Waste Treatment Facilities,tor_granted,4
RAJASTHAN,7(f),Road,dead,1
RAJASTHAN,7(f),Road,delisted,1
RAJASTHAN,7(f),Road,tor_granted,6
RAJASTHAN,7(h),Common Effluent Treatment Plants (CETPs),delisted,2
RAJASTHAN,7(h),Common Effluent Treatment Plants (CETPs),granted,1
RAJASTHAN,7(h),Common Effluent Treatment Plants (CETPs),tor_granted,1
RAJASTHAN,7(i),Common Municipal Solid Waste Management Facility (CMSWMF),dead,2
RAJASTHAN,7(i),Common Municipal Solid Waste Management Facility (CMSWMF),delisted,2
RAJASTHAN,7(i),Common Municipal Solid Waste Management Facility (CMSWMF),granted,3
RAJASTHAN,7(i),Common Municipal Solid Waste Management Facility (CMSWMF),tor_granted,7
RAJASTHAN,8(a),Building / Construction,dead,22
RAJASTHAN,8(a),Building / Construction,delisted,55
RAJASTHAN,8(a),Building / Construction,granted,202
RAJASTHAN,8(a),Building / Construction,in_process,78
RAJASTHAN,8(a),Building / Construction,tor_granted,10
RAJASTHAN,8(b),Townships/ Area Development Projects / Rehabilitation Centre,dead,4
RAJASTHAN,8(b),Townships/ Area Development Projects / Rehabilitation Centre,delisted,9
RAJASTHAN,8(b),Townships/ Area Development Projects / Rehabilitation Centre,granted,21
RAJASTHAN,8(b),Townships/ Area Development Projects / Rehabilitation Centre,in_process,13
RAJASTHAN,8(b),Townships/ Area Development Projects / Rehabilitation Centre,tor_granted,36
RAJASTHAN,Metallurgical,,tor_granted,1
RAJASTHAN,Mining,,granted,11
RAJASTHAN,Mining,,in_process,3
RAJASTHAN,Mining,,tor_granted,5
RAJASTHAN,Synthetic,,tor_granted,3
RAJASTHAN,UNCLASSIFIED,,dead,1
RAJASTHAN,UNCLASSIFIED,,delisted,2
RAJASTHAN,UNCLASSIFIED,,granted,403
RAJASTHAN,UNCLASSIFIED,,in_process,20
RAJASTHAN,UNCLASSIFIED,,tor_granted,253
SIKKIM,1(c),River Valley/Irrigation projects,dead,2
SIKKIM,1(c),River Valley/Irrigation projects,granted,4
SIKKIM,1(c),River Valley/Irrigation projects,tor_granted,3
SIKKIM,7(i),Common Municipal Solid Waste Management Facility (CMSWMF),granted,1
SIKKIM,7(i),Common Municipal Solid Waste Management Facility (CMSWMF),tor_granted,1
SIKKIM,8(a),Building / Construction,dead,1
SIKKIM,8(a),Building / Construction,delisted,2
SIKKIM,8(a),Building / Construction,granted,4
SIKKIM,8(a),Building / Construction,in_process,1
SIKKIM,UNCLASSIFIED,,delisted,1
TAMIL NADU,1,,dead,1
TAMIL NADU,1,,granted,10
TAMIL NADU,1,,in_process,1
TAMIL NADU,1(a),Mining of minerals,dead,195
TAMIL NADU,1(a),Mining of minerals,delisted,260
TAMIL NADU,1(a),Mining of minerals,granted,2058
TAMIL NADU,1(a),Mining of minerals,in_process,375
TAMIL NADU,1(a),Mining of minerals,tor_granted,481
TAMIL NADU,1(b),"Off-shore and onshore oil and gas exploration,  development ",granted,2
TAMIL NADU,1(b),"Off-shore and onshore oil and gas exploration,  development ",in_process,1
TAMIL NADU,1(b),"Off-shore and onshore oil and gas exploration,  development ",tor_granted,2
TAMIL NADU,1(c),River Valley/Irrigation projects,dead,2
TAMIL NADU,1(c),River Valley/Irrigation projects,delisted,3
TAMIL NADU,1(c),River Valley/Irrigation projects,granted,4
TAMIL NADU,1(c),River Valley/Irrigation projects,in_process,4
TAMIL NADU,1(c),River Valley/Irrigation projects,tor_granted,6
TAMIL NADU,1(d),Thermal Power Plants,dead,6
TAMIL NADU,1(d),Thermal Power Plants,delisted,11
TAMIL NADU,1(d),Thermal Power Plants,granted,14
TAMIL NADU,1(d),Thermal Power Plants,tor_granted,3
TAMIL NADU,2(b),Mineral beneficiation,granted,3
TAMIL NADU,2(b),Mineral beneficiation,in_process,1
TAMIL NADU,3(a),Metallurgical Industries (ferrous and non ferrous),dead,8
TAMIL NADU,3(a),Metallurgical Industries (ferrous and non ferrous),delisted,10
TAMIL NADU,3(a),Metallurgical Industries (ferrous and non ferrous),granted,21
TAMIL NADU,3(a),Metallurgical Industries (ferrous and non ferrous),in_process,10
TAMIL NADU,3(a),Metallurgical Industries (ferrous and non ferrous),tor_granted,22
TAMIL NADU,3(b),Cement plants,delisted,1
TAMIL NADU,3(b),Cement plants,granted,4
TAMIL NADU,3(b),Cement plants,tor_granted,8
TAMIL NADU,39,,granted,1
TAMIL NADU,4(a),Petroleum refining industry,dead,1
TAMIL NADU,4(a),Petroleum refining industry,delisted,1
TAMIL NADU,4(c),Asbestos milling / asbestos-based products,granted,1
TAMIL NADU,4(e),Soda ash Industry,dead,1
TAMIL NADU,40,,tor_granted,1
TAMIL NADU,5(a),Chemical fertilizers,dead,4
TAMIL NADU,5(a),Chemical fertilizers,delisted,1
TAMIL NADU,5(b),Pesticides industry and pesticide specific intermediates (ex,granted,1
TAMIL NADU,5(e,,dead,1
TAMIL NADU,5(e,,granted,4
TAMIL NADU,5(e,,in_process,1
TAMIL NADU,5(e,,tor_granted,4
TAMIL NADU,5(f),Synthetic organic chemicals industry,dead,10
TAMIL NADU,5(f),Synthetic organic chemicals industry,delisted,5
TAMIL NADU,5(f),Synthetic organic chemicals industry,granted,27
TAMIL NADU,5(f),Synthetic organic chemicals industry,in_process,8
TAMIL NADU,5(f),Synthetic organic chemicals industry,tor_granted,28
TAMIL NADU,5(g),Distilleries,dead,5
TAMIL NADU,5(g),Distilleries,delisted,1
TAMIL NADU,5(g),Distilleries,granted,10
TAMIL NADU,5(g),Distilleries,in_process,1
TAMIL NADU,5(g),Distilleries,tor_granted,3
TAMIL NADU,5(ga),Grain based distilleries,delisted,1
TAMIL NADU,5(ga),Grain based distilleries,granted,1
TAMIL NADU,5(h),Integrated paint industry,granted,1
TAMIL NADU,5(h),Integrated paint industry,in_process,1
TAMIL NADU,5(h),Integrated paint industry,tor_granted,1
TAMIL NADU,5(i),Pulp & Paper Industry,dead,2
TAMIL NADU,5(i),Pulp & Paper Industry,delisted,2
TAMIL NADU,5(i),Pulp & Paper Industry,granted,1
TAMIL NADU,6(a),Pipelines,dead,2
TAMIL NADU,6(a),Pipelines,granted,1
TAMIL NADU,7(a),Airports,dead,1
TAMIL NADU,7(a),Airports,granted,1
TAMIL NADU,7(a),Airports,in_process,1
TAMIL NADU,7(a),Airports,tor_granted,1
TAMIL NADU,7(b),Ship breaking yards including ship breaking units,in_process,1
TAMIL NADU,7(c,,dead,1
TAMIL NADU,7(c,,delisted,1
TAMIL NADU,7(c,,granted,3
TAMIL NADU,7(c,,in_process,2
TAMIL NADU,7(c,,tor_granted,3
TAMIL NADU,7(d,,delisted,2
TAMIL NADU,7(d,,granted,2
TAMIL NADU,7(d,,tor_granted,1
