state,activity_code,activity_label,status,count
JAMMU AND KASHMIR,5(f),Synthetic organic chemicals industry,tor_granted,2
JAMMU AND KASHMIR,5(g),Distilleries,delisted,1
JAMMU AND KASHMIR,5(g),Distilleries,granted,1
JAMMU AND KASHMIR,7(a),Airports,dead,1
JAMMU AND KASHMIR,7(a),Airports,granted,1
JAMMU AND KASHMIR,7(a),Airports,in_process,1
JAMMU AND KASHMIR,7(da),Bio-Medical Waste Treatment Facilities,tor_granted,1
JAMMU AND KASHMIR,7(f),Road,delisted,1
JAMMU AND KASHMIR,7(h),Common Effluent Treatment Plants (CETPs),delisted,8
JAMMU AND KASHMIR,7(i),Common Municipal Solid Waste Management Facility (CMSWMF),dead,2
JAMMU AND KASHMIR,7(i),Common Municipal Solid Waste Management Facility (CMSWMF),delisted,1
JAMMU AND KASHMIR,7(i),Common Municipal Solid Waste Management Facility (CMSWMF),in_process,3
JAMMU AND KASHMIR,7(i),Common Municipal Solid Waste Management Facility (CMSWMF),tor_granted,4
JAMMU AND KASHMIR,8(a),Building / Construction,delisted,1
JAMMU AND KASHMIR,8(a),Building / Construction,granted,2
JAMMU AND KASHMIR,8(a),Building / Construction,in_process,3
JAMMU AND KASHMIR,8(a),Building / Construction,tor_granted,1
JAMMU AND KASHMIR,8(b),Townships/ Area Development Projects / Rehabilitation Centre,delisted,1
JAMMU AND KASHMIR,8(b),Townships/ Area Development Projects / Rehabilitation Centre,granted,1
JAMMU AND KASHMIR,8(b),Townships/ Area Development Projects / Rehabilitation Centre,in_process,1
JAMMU AND KASHMIR,8(b),Townships/ Area Development Projects / Rehabilitation Centre,tor_granted,2
JAMMU AND KASHMIR,UNCLASSIFIED,,tor_granted,1
JHARKHAND,1,,granted,11
JHARKHAND,1,,in_process,1
JHARKHAND,1,,tor_granted,1
JHARKHAND,1(a),Mining of minerals,dead,94
JHARKHAND,1(a),Mining of minerals,delisted,123
JHARKHAND,1(a),Mining of minerals,granted,1134
JHARKHAND,1(a),Mining of minerals,in_process,120
JHARKHAND,1(a),Mining of minerals,tor_granted,200
JHARKHAND,1(b),"Off-shore and onshore oil and gas exploration,  development ",delisted,1
JHARKHAND,1(b),"Off-shore and onshore oil and gas exploration,  development ",granted,1
JHARKHAND,1(d),Thermal Power Plants,dead,2
JHARKHAND,1(d),Thermal Power Plants,delisted,2
JHARKHAND,1(d),Thermal Power Plants,granted,4
JHARKHAND,1(d),Thermal Power Plants,in_process,1
JHARKHAND,1(d),Thermal Power Plants,tor_granted,1
JHARKHAND,10,,tor_granted,2
JHARKHAND,11,,granted,2
JHARKHAND,2(a),Coal washeries,dead,2
JHARKHAND,2(a),Coal washeries,delisted,5
JHARKHAND,2(a),Coal washeries,granted,8
JHARKHAND,2(a),Coal washeries,in_process,3
JHARKHAND,2(a),Coal washeries,tor_granted,4
JHARKHAND,2(b),Mineral beneficiation,granted,1
JHARKHAND,2(c),Pellet Plant,granted,1
JHARKHAND,3(a),Metallurgical Industries (ferrous and non ferrous),dead,13
JHARKHAND,3(a),Metallurgical Industries (ferrous and non ferrous),delisted,31
JHARKHAND,3(a),Metallurgical Industries (ferrous and non ferrous),granted,50
JHARKHAND,3(a),Metallurgical Industries (ferrous and non ferrous),in_process,10
JHARKHAND,3(a),Metallurgical Industries (ferrous and non ferrous),tor_granted,44
JHARKHAND,3(b),Cement plants,delisted,2
JHARKHAND,3(b),Cement plants,granted,2
JHARKHAND,3(b),Cement plants,in_process,1
JHARKHAND,3(b),Cement plants,tor_granted,4
JHARKHAND,4(b),Coke oven plants,in_process,1
JHARKHAND,4(b),Coke oven plants,tor_granted,2
JHARKHAND,5(a),Chemical fertilizers,granted,1
JHARKHAND,5(a),Chemical fertilizers,tor_granted,3
JHARKHAND,5(e,,dead,1
JHARKHAND,5(e,,granted,1
JHARKHAND,5(f),Synthetic organic chemicals industry,dead,1
JHARKHAND,5(f),Synthetic organic chemicals industry,delisted,1
JHARKHAND,5(f),Synthetic organic chemicals industry,tor_granted,1
JHARKHAND,5(g),Distilleries,delisted,2
JHARKHAND,5(g),Distilleries,granted,3
JHARKHAND,5(ga),Grain based distilleries,delisted,1
JHARKHAND,5(ga),Grain based distilleries,granted,2
JHARKHAND,5(ga),Grain based distilleries,tor_granted,1
JHARKHAND,7(d,,delisted,3
JHARKHAND,7(d,,in_process,2
JHARKHAND,7(da),Bio-Medical Waste Treatment Facilities,granted,2
JHARKHAND,7(da),Bio-Medical Waste Treatment Facilities,tor_granted,1
JHARKHAND,7(f),Road,delisted,2
JHARKHAND,7(i),Common Municipal Solid Waste Management Facility (CMSWMF),dead,4
JHARKHAND,7(i),Common Municipal Solid Waste Management Facility (CMSWMF),delisted,4
JHARKHAND,7(i),Common Municipal Solid Waste Management Facility (CMSWMF),in_process,1
JHARKHAND,7(i),Common Municipal Solid Waste Management Facility (CMSWMF),tor_granted,2
JHARKHAND,8(a),Building / Construction,dead,3
JHARKHAND,8(a),Building / Construction,delisted,8
JHARKHAND,8(a),Building / Construction,granted,72
JHARKHAND,8(a),Building / Construction,in_process,8
JHARKHAND,8(a),Building / Construction,tor_granted,2
JHARKHAND,8(b),Townships/ Area Development Projects / Rehabilitation Centre,granted,3
JHARKHAND,8(b),Townships/ Area Development Projects / Rehabilitation Centre,tor_granted,3
JHARKHAND,Metallurgical,,granted,1
JHARKHAND,Metallurgical,,tor_granted,1
JHARKHAND,UNCLASSIFIED,,granted,81
JHARKHAND,UNCLASSIFIED,,in_process,20
JHARKHAND,UNCLASSIFIED,,tor_granted,24
KARNATAKA,1,,granted,6
KARNATAKA,1(a),Mining of minerals,dead,75
KARNATAKA,1(a),Mining of minerals,delisted,715
KARNATAKA,1(a),Mining of minerals,granted,1506
KARNATAKA,1(a),Mining of minerals,in_process,376
KARNATAKA,1(a),Mining of minerals,tor_granted,157
KARNATAKA,1(c),River Valley/Irrigation projects,dead,1
KARNATAKA,1(c),River Valley/Irrigation projects,delisted,4
KARNATAKA,1(c),River Valley/Irrigation projects,granted,2
KARNATAKA,1(c),River Valley/Irrigation projects,tor_granted,4
KARNATAKA,1(d),Thermal Power Plants,delisted,2
KARNATAKA,2(b),Mineral beneficiation,dead,4
KARNATAKA,2(b),Mineral beneficiation,delisted,11
KARNATAKA,2(b),Mineral beneficiation,granted,13
KARNATAKA,2(b),Mineral beneficiation,in_process,2
KARNATAKA,2(b),Mineral beneficiation,tor_granted,14
KARNATAKA,25,,granted,1
KARNATAKA,3(a),Metallurgical Industries (ferrous and non ferrous),dead,16
KARNATAKA,3(a),Metallurgical Industries (ferrous and non ferrous),delisted,16
KARNATAKA,3(a),Metallurgical Industries (ferrous and non ferrous),granted,43
KARNATAKA,3(a),Metallurgical Industries (ferrous and non ferrous),in_process,10
KARNATAKA,3(a),Metallurgical Industries (ferrous and non ferrous),tor_granted,25
KARNATAKA,3(b),Cement plants,dead,5
KARNATAKA,3(b),Cement plants,delisted,5
KARNATAKA,3(b),Cement plants,granted,12
KARNATAKA,3(b),Cement plants,tor_granted,10
KARNATAKA,39,,granted,3
KARNATAKA,4(a),Petroleum refining industry,dead,1
KARNATAKA,4(a),Petroleum refining industry,delisted,1
KARNATAKA,4(a),Petroleum refining industry,granted,1
KARNATAKA,4(b),Coke oven plants,dead,2
KARNATAKA,4(b),Coke oven plants,granted,2
KARNATAKA,4(d),Chlor-alkali industry,granted,1
KARNATAKA,40,,granted,1
KARNATAKA,5(a),Chemical fertilizers,dead,2
KARNATAKA,5(a),Chemical fertilizers,granted,2
KARNATAKA,5(a),Chemical fertilizers,in_process,2
KARNATAKA,5(a),Chemical fertilizers,tor_granted,2
KARNATAKA,5(b),Pesticides industry and pesticide specific intermediates (ex,delisted,2
KARNATAKA,5(b),Pesticides industry and pesticide specific intermediates (ex,granted,4
KARNATAKA,5(b),Pesticides industry and pesticide specific intermediates (ex,tor_granted,3
KARNATAKA,5(d),Manmade fibers manufacturing,granted,1
KARNATAKA,5(e,,dead,1
KARNATAKA,5(e,,granted,2
KARNATAKA,5(e,,tor_granted,1
KARNATAKA,5(f),Synthetic organic chemicals industry,dead,12
KARNATAKA,5(f),Synthetic organic chemicals industry,delisted,27
KARNATAKA,5(f),Synthetic organic chemicals industry,granted,61
KARNATAKA,5(f),Synthetic organic chemicals industry,in_process,9
KARNATAKA,5(f),Synthetic organic chemicals industry,tor_granted,48
KARNATAKA,5(g),Distilleries,dead,28
KARNATAKA,5(g),Distilleries,delisted,15
KARNATAKA,5(g),Distilleries,granted,39
KARNATAKA,5(g),Distilleries,in_process,10
KARNATAKA,5(g),Distilleries,tor_granted,29
KARNATAKA,5(h),Integrated paint industry,granted,1
KARNATAKA,5(i),Pulp & Paper Industry,tor_granted,1
KARNATAKA,5(j),Sugar Industry,dead,6
KARNATAKA,5(j),Sugar Industry,delisted,5
KARNATAKA,5(j),Sugar Industry,granted,15
KARNATAKA,5(j),Sugar Industry,in_process,3
KARNATAKA,5(j),Sugar Industry,tor_granted,7
KARNATAKA,6(a),Pipelines,dead,1
KARNATAKA,6(a),Pipelines,tor_granted,1
KARNATAKA,7(a),Airports,delisted,2
KARNATAKA,7(a),Airports,granted,3
KARNATAKA,7(a),Airports,in_process,1
KARNATAKA,7(a),Airports,tor_granted,4
KARNATAKA,7(c,,dead,6
KARNATAKA,7(c,,delisted,6
KARNATAKA,7(c,,granted,21
KARNATAKA,7(c,,in_process,11
KARNATAKA,7(c,,tor_granted,39
KARNATAKA,7(d,,dead,1
KARNATAKA,7(d,,delisted,3
KARNATAKA,7(d,,granted,2
KARNATAKA,7(d,,in_process,2
KARNATAKA,7(d,,tor_granted,3
KARNATAKA,7(da),Bio-Medical Waste Treatment Facilities,dead,3
KARNATAKA,7(da),Bio-Medical Waste Treatment Facilities,delisted,1
KARNATAKA,7(da),Bio-Medical Waste Treatment Facilities,granted,4
KARNATAKA,7(da),Bio-Medical Waste Treatment Facilities,in_process,2
KARNATAKA,7(da),Bio-Medical Waste Treatment Facilities,tor_granted,3
KARNATAKA,7(e),"Ports, harbors, breakwaters, dredging",dead,3
KARNATAKA,7(e),"Ports, harbors, breakwaters, dredging",delisted,1
KARNATAKA,7(e),"Ports, harbors, breakwaters, dredging",granted,4
KARNATAKA,7(e),"Ports, harbors, breakwaters, dredging",in_process,5
KARNATAKA,7(e),"Ports, harbors, breakwaters, dredging",tor_granted,7
KARNATAKA,7(f),Road,dead,1
KARNATAKA,7(f),Road,delisted,1
KARNATAKA,7(f),Road,granted,2
KARNATAKA,7(f),Road,tor_granted,2
KARNATAKA,7(h),Common Effluent Treatment Plants (CETPs),dead,1
KARNATAKA,7(h),Common Effluent Treatment Plants (CETPs),granted,3
KARNATAKA,7(h),Common Effluent Treatment Plants (CETPs),in_process,1
KARNATAKA,7(h),Common Effluent Treatment Plants (CETPs),tor_granted,2
KARNATAKA,7(i),Common Municipal Solid Waste Management Facility (CMSWMF),dead,1
KARNATAKA,7(i),Common Municipal Solid Waste Management Facility (CMSWMF),delisted,1
KARNATAKA,7(i),Common Municipal Solid Waste Management Facility (CMSWMF),granted,2
KARNATAKA,7(i),Common Municipal Solid Waste Management Facility (CMSWMF),tor_granted,8
KARNATAKA,8(a),Building / Construction,dead,51
KARNATAKA,8(a),Building / Construction,delisted,121
KARNATAKA,8(a),Building / Construction,granted,746
KARNATAKA,8(a),Building / Construction,in_process,145
KARNATAKA,8(a),Building / Construction,tor_granted,24
KARNATAKA,8(b),Townships/ Area Development Projects / Rehabilitation Centre,dead,12
KARNATAKA,8(b),Townships/ Area Development Projects / Rehabilitation Centre,delisted,35
KARNATAKA,8(b),Townships/ Area Development Projects / Rehabilitation Centre,granted,145
KARNATAKA,8(b),Townships/ Area Development Projects / Rehabilitation Centre,in_process,43
KARNATAKA,8(b),Townships/ Area Development Projects / Rehabilitation Centre,tor_granted,176
KARNATAKA,9,,granted,1
KARNATAKA,Building,,granted,4
KARNATAKA,Distilleries,,dead,1
KARNATAKA,Metallurgical,,in_process,1
KARNATAKA,Metallurgical,,tor_granted,1
KARNATAKA,Mining,,granted,10
KARNATAKA,Mining,,tor_granted,2
KARNATAKA,Synthetic,,tor_granted,1
KARNATAKA,Townships/,,granted,1
KARNATAKA,UNCLASSIFIED,,dead,4
KARNATAKA,UNCLASSIFIED,,delisted,1
KARNATAKA,UNCLASSIFIED,,granted,332
KARNATAKA,UNCLASSIFIED,,in_process,48
KARNATAKA,UNCLASSIFIED,,tor_granted,58
KERALA,1,,granted,1
KERALA,1(a),Mining of minerals,dead,101
KERALA,1(a),Mining of minerals,delisted,110
KERALA,1(a),Mining of minerals,granted,278
KERALA,1(a),Mining of minerals,in_process,648
KERALA,1(a),Mining of minerals,tor_granted,113
KERALA,1(c),River Valley/Irrigation projects,dead,1
KERALA,1(c),River Valley/Irrigation projects,in_process,2
KERALA,1(c),River Valley/Irrigation projects,tor_granted,1
KERALA,3(a),Metallurgical Industries (ferrous and non ferrous),delisted,8
KERALA,3(a),Metallurgical Industries (ferrous and non ferrous),granted,4
KERALA,3(a),Metallurgical Industries (ferrous and non ferrous),in_process,9
KERALA,3(a),Metallurgical Industries (ferrous and non ferrous),tor_granted,3
KERALA,4(a),Petroleum refining industry,dead,1
KERALA,5(c),Petro-chemical complexes (industries based on processing of ,granted,1
KERALA,5(f),Synthetic organic chemicals industry,delisted,1
KERALA,5(f),Synthetic organic chemicals industry,tor_granted,1
KERALA,7(a),Airports,delisted,1
KERALA,7(a),Airports,granted,3
KERALA,7(a),Airports,in_process,3
KERALA,7(a),Airports,tor_granted,3
KERALA,7(c,,granted,1
KERALA,7(da),Bio-Medical Waste Treatment Facilities,delisted,1
KERALA,7(da),Bio-Medical Waste Treatment Facilities,granted,2
KERALA,7(da),Bio-Medical Waste Treatment Facilities,in_process,1
KERALA,7(e),"Ports, harbors, breakwaters, dredging",delisted,2
KERALA,7(e),"Ports, harbors, breakwaters, dredging",granted,3
KERALA,7(e),"Ports, harbors, breakwaters, dredging",tor_granted,4
KERALA,7(f),Road,granted,3
KERALA,7(f),Road,in_process,1
KERALA,7(f),Road,tor_granted,3
KERALA,7(i),Common Municipal Solid Waste Management Facility (CMSWMF),delisted,1
KERALA,7(i),Common Municipal Solid Waste Management Facility (CMSWMF),in_process,1
KERALA,7(i),Common Municipal Solid Waste Management Facility (CMSWMF),tor_granted,2
KERALA,8(a),Building / Construction,dead,7
KERALA,8(a),Building / Construction,delisted,7
KERALA,8(a),Building / Construction,granted,54
KERALA,8(a),Building / Construction,in_process,61
KERALA,8(a),Building / Construction,tor_granted,1
KERALA,8(b),Townships/ Area Development Projects / Rehabilitation Centre,dead,1
KERALA,8(b),Townships/ Area Development Projects / Rehabilitation Centre,granted,1
KERALA,8(b),Townships/ Area Development Projects / Rehabilitation Centre,in_process,7
KERALA,8(b),Townships/ Area Development Projects / Rehabilitation Centre,tor_granted,7
KERALA,Mining,,granted,1
KERALA,Mining,,in_process,1
KERALA,UNCLASSIFIED,,granted,70
KERALA,UNCLASSIFIED,,in_process,2
KERALA,UNCLASSIFIED,,tor_granted,11
LADAKH,1(a),Mining of minerals,dead,5
LADAKH,1(a),Mining of minerals,delisted,7
LADAKH,7(i),Common Municipal Solid Waste Management Facility (CMSWMF),dead,1
LADAKH,8(a),Building / Construction,dead,1
LADAKH,8(a),Building / Construction,in_process,1
LAKSHADWEEP,7(a),Airports,tor_granted,9
LAKSHADWEEP,7(e),"Ports, harbors, breakwaters, dredging",tor_granted,3
MADHYA PRADESH,1,,dead,1
MADHYA PRADESH,1,,granted,20
MADHYA PRADESH,1,,in_process,1
MADHYA PRADESH,1,,tor_granted,4
MADHYA PRADESH,1(a),Mining of minerals,dead,170
MADHYA PRADESH,1(a),Mining of minerals,delisted,2191
MADHYA PRADESH,1(a),Mining of minerals,granted,2145
MADHYA PRADESH,1(a),Mining of minerals,in_process,1133
MADHYA PRADESH,1(a),Mining of minerals,tor_granted,1979
MADHYA PRADESH,1(b),"Off-shore and onshore oil and gas exploration,  development ",dead,1
MADHYA PRADESH,1(b),"Off-shore and onshore oil and gas exploration,  development ",delisted,1
MADHYA PRADESH,1(b),"Off-shore and onshore oil and gas exploration,  development ",granted,7
MADHYA PRADESH,1(b),"Off-shore and onshore oil and gas exploration,  development ",in_process,2
MADHYA PRADESH,1(b),"Off-shore and onshore oil and gas exploration,  development ",tor_granted,2
MADHYA PRADESH,1(c),River Valley/Irrigation projects,dead,2
MADHYA PRADESH,1(c),River Valley/Irrigation projects,delisted,5
MADHYA PRADESH,1(c),River Valley/Irrigation projects,granted,20
MADHYA PRADESH,1(c),River Valley/Irrigation projects,in_process,17
MADHYA PRADESH,1(c),River Valley/Irrigation projects,tor_granted,38
MADHYA PRADESH,1(d),Thermal Power Plants,dead,5
MADHYA PRADESH,1(d),Thermal Power Plants,delisted,2
MADHYA PRADESH,1(d),Thermal Power Plants,granted,11
MADHYA PRADESH,1(d),Thermal Power Plants,in_process,4
MADHYA PRADESH,1(d),Thermal Power Plants,tor_granted,5
MADHYA PRADESH,2(a),Coal washeries,dead,8
MADHYA PRADESH,2(a),Coal washeries,delisted,2
MADHYA PRADESH,2(a),Coal washeries,granted,5
MADHYA PRADESH,2(a),Coal washeries,in_process,1
MADHYA PRADESH,2(a),Coal washeries,tor_granted,4
MADHYA PRADESH,2(b),Mineral beneficiation,dead,3
MADHYA PRADESH,2(b),Mineral beneficiation,delisted,1
MADHYA PRADESH,2(b),Mineral beneficiation,granted,6
MADHYA PRADESH,2(b),Mineral beneficiation,in_process,3
MADHYA PRADESH,2(b),Mineral beneficiation,tor_granted,4
MADHYA PRADESH,24,,tor_granted,1
MADHYA PRADESH,3(a),Metallurgical Industries (ferrous and non ferrous),dead,3
MADHYA PRADESH,3(a),Metallurgical Industries (ferrous and non ferrous),delisted,5
MADHYA PRADESH,3(a),Metallurgical Industries (ferrous and non ferrous),granted,8
MADHYA PRADESH,3(a),Metallurgical Industries (ferrous and non ferrous),in_process,10
MADHYA PRADESH,3(a),Metallurgical Industries (ferrous and non ferrous),tor_granted,10
MADHYA PRADESH,3(b),Cement plants,dead,3
MADHYA PRADESH,3(b),Cement plants,delisted,3
MADHYA PRADESH,3(b),Cement plants,granted,12
MADHYA PRADESH,3(b),Cement plants,in_process,4
MADHYA PRADESH,3(b),Cement plants,tor_granted,14
MADHYA PRADESH,39,,tor_granted,1
MADHYA PRADESH,4(a),Petroleum refining industry,granted,1
MADHYA PRADESH,4(a),Petroleum refining industry,in_process,1
MADHYA PRADESH,4(c),Asbestos milling / asbestos-based products,dead,1
MADHYA PRADESH,4(c),Asbestos milling / asbestos-based products,delisted,1
MADHYA PRADESH,5,,tor_granted,2
MADHYA PRADESH,5(a),Chemical fertilizers,dead,1
MADHYA PRADESH,5(a),Chemical fertilizers,delisted,3
MADHYA PRADESH,5(a),Chemical fertilizers,granted,3
MADHYA PRADESH,5(a),Chemical fertilizers,in_process,1
MADHYA PRADESH,5(a),Chemical fertilizers,tor_granted,6
MADHYA PRADESH,5(b),Pesticides industry and pesticide specific intermediates (ex,in_process,1
MADHYA PRADESH,5(e,,granted,2
MADHYA PRADESH,5(e,,tor_granted,2
MADHYA PRADESH,5(f),Synthetic organic chemicals industry,dead,2
MADHYA PRADESH,5(f),Synthetic organic chemicals industry,delisted,2
MADHYA PRADESH,5(f),Synthetic organic chemicals industry,granted,14
MADHYA PRADESH,5(f),Synthetic organic chemicals industry,in_process,9
MADHYA PRADESH,5(f),Synthetic organic chemicals industry,tor_granted,21
MADHYA PRADESH,5(g),Distilleries,delisted,6
MADHYA PRADESH,5(g),Distilleries,granted,15
MADHYA PRADESH,5(g),Distilleries,in_process,1
MADHYA PRADESH,5(g),Distilleries,tor_granted,9
MADHYA PRADESH,5(ga),Grain based distilleries,delisted,3
MADHYA PRADESH,5(ga),Grain based distilleries,in_process,1
MADHYA PRADESH,5(ga),Grain based distilleries,tor_granted,3
MADHYA PRADESH,5(h),Integrated paint industry,in_process,1
MADHYA PRADESH,5(i),Pulp & Paper Industry,delisted,1
MADHYA PRADESH,7(a),Airports,dead,1
MADHYA PRADESH,7(a),Airports,tor_granted,1
MADHYA PRADESH,7(c,,dead,2
MADHYA PRADESH,7(c,,delisted,1
MADHYA PRADESH,7(c,,granted,3
MADHYA PRADESH,7(c,,tor_granted,4
MADHYA PRADESH,7(d,,dead,1
MADHYA PRADESH,7(d,,granted,1
MADHYA PRADESH,7(d,,tor_granted,1
MADHYA PRADESH,7(da),Bio-Medical Waste Treatment Facilities,delisted,7
MADHYA PRADESH,7(da),Bio-Medical Waste Treatment Facilities,granted,4
MADHYA PRADESH,7(da),Bio-Medical Waste Treatment Facilities,in_process,2
MADHYA PRADESH,7(da),Bio-Medical Waste Treatment Facilities,tor_granted,11
MADHYA PRADESH,7(f),Road,dead,2
MADHYA PRADESH,7(f),Road,delisted,5
MADHYA PRADESH,7(f),Road,granted,3
MADHYA PRADESH,7(f),Road,in_process,2
MADHYA PRADESH,7(f),Road,tor_granted,5
MADHYA PRADESH,7(h),Common Effluent Treatment Plants (CETPs),granted,1
MADHYA PRADESH,7(h),Common Effluent Treatment Plants (CETPs),tor_granted,1
MADHYA PRADESH,7(i),Common Municipal Solid Waste Management Facility (CMSWMF),dead,1
MADHYA PRADESH,7(i),Common Municipal Solid Waste Management Facility (CMSWMF),delisted,4
MADHYA PRADESH,7(i),Common Municipal Solid Waste Management Facility (CMSWMF),granted,1
MADHYA PRADESH,7(i),Common Municipal Solid Waste Management Facility (CMSWMF),tor_granted,7
MADHYA PRADESH,8(a),Building / Construction,dead,2
MADHYA PRADESH,8(a),Building / Construction,delisted,15
MADHYA PRADESH,8(a),Building / Construction,granted,66
MADHYA PRADESH,8(a),Building / Construction,in_process,46
MADHYA PRADESH,8(a),Building / Construction,tor_granted,8
MADHYA PRADESH,8(b),Townships/ Area Development Projects / Rehabilitation Centre,dead,1
MADHYA PRADESH,8(b),Townships/ Area Development Projects / Rehabilitation Centre,delisted,2
MADHYA PRADESH,8(b),Townships/ Area Development Projects / Rehabilitation Centre,granted,4
MADHYA PRADESH,8(b),Townships/ Area Development Projects / Rehabilitation Centre,in_process,8
MADHYA PRADESH,8(b),Townships/ Area Development Projects / Rehabilitation Centre,tor_granted,16
MADHYA PRADESH,Building,,tor_granted,1
MADHYA PRADESH,Distilleries,,granted,1
MADHYA PRADESH,Mining,,granted,10
MADHYA PRADESH,Mining,,tor_granted,8
MADHYA PRADESH,UNCLASSIFIED,,dead,1
MADHYA PRADESH,UNCLASSIFIED,,delisted,1
MADHYA PRADESH,UNCLASSIFIED,,granted,270
MADHYA PRADESH,UNCLASSIFIED,,in_process,47
MADHYA PRADESH,UNCLASSIFIED,,tor_granted,138
MAHARASHTRA,1,,granted,44
MAHARASHTRA,1(a),Mining of minerals,dead,369
MAHARASHTRA,1(a),Mining of minerals,delisted,295
MAHARASHTRA,1(a),Mining of minerals,granted,3190
MAHARASHTRA,1(a),Mining of minerals,in_process,155
MAHARASHTRA,1(a),Mining of minerals,tor_granted,81
MAHARASHTRA,1(b),"Off-shore and onshore oil and gas exploration,  development ",granted,2
MAHARASHTRA,1(c),River Valley/Irrigation projects,dead,9
MAHARASHTRA,1(c),River Valley/Irrigation projects,delisted,7
MAHARASHTRA,1(c),River Valley/Irrigation projects,granted,16
MAHARASHTRA,1(c),River Valley/Irrigation projects,in_process,16
MAHARASHTRA,1(c),River Valley/Irrigation projects,tor_granted,38
MAHARASHTRA,1(d),Thermal Power Plants,dead,1
MAHARASHTRA,1(d),Thermal Power Plants,delisted,5
MAHARASHTRA,1(d),Thermal Power Plants,granted,8
MAHARASHTRA,1(d),Thermal Power Plants,in_process,3
MAHARASHTRA,1(d),Thermal Power Plants,tor_granted,2
MAHARASHTRA,2(a),Coal washeries,granted,1
MAHARASHTRA,2(a),Coal washeries,in_process,1
MAHARASHTRA,2(a),Coal washeries,tor_granted,1
MAHARASHTRA,2(b),Mineral beneficiation,dead,3
MAHARASHTRA,2(b),Mineral beneficiation,granted,4
MAHARASHTRA,2(b),Mineral beneficiation,tor_granted,4
MAHARASHTRA,25,,granted,1
MAHARASHTRA,25,,tor_granted,1
MAHARASHTRA,26,,granted,1
MAHARASHTRA,3(a),Metallurgical Industries (ferrous and non ferrous),dead,22
MAHARASHTRA,3(a),Metallurgical Industries (ferrous and non ferrous),delisted,29
MAHARASHTRA,3(a),Metallurgical Industries (ferrous and non ferrous),granted,40
MAHARASHTRA,3(a),Metallurgical Industries (ferrous and non ferrous),in_process,22
MAHARASHTRA,3(a),Metallurgical Industries (ferrous and non ferrous),tor_granted,74
MAHARASHTRA,3(b),Cement plants,dead,1
MAHARASHTRA,3(b),Cement plants,delisted,4
MAHARASHTRA,3(b),Cement plants,granted,8
MAHARASHTRA,3(b),Cement plants,in_process,4
MAHARASHTRA,3(b),Cement plants,tor_granted,13
MAHARASHTRA,39,,granted,6
MAHARASHTRA,39,,in_process,1
MAHARASHTRA,39,,tor_granted,3
MAHARASHTRA,4(a),Petroleum refining industry,dead,3
MAHARASHTRA,4(a),Petroleum refining industry,granted,1
MAHARASHTRA,40,,tor_granted,2
MAHARASHTRA,5(a),Chemical fertilizers,dead,3
MAHARASHTRA,5(a),Chemical fertilizers,delisted,6
MAHARASHTRA,5(a),Chemical fertilizers,granted,14
MAHARASHTRA,5(a),Chemical fertilizers,in_process,1
MAHARASHTRA,5(a),Chemical fertilizers,tor_granted,10
MAHARASHTRA,5(b),Pesticides industry and pesticide specific intermediates (ex,dead,5
MAHARASHTRA,5(b),Pesticides industry and pesticide specific intermediates (ex,delisted,3
MAHARASHTRA,5(b),Pesticides industry and pesticide specific intermediates (ex,granted,17
MAHARASHTRA,5(b),Pesticides industry and pesticide specific intermediates (ex,tor_granted,17
MAHARASHTRA,5(c),Petro-chemical complexes (industries based on processing of ,dead,1
MAHARASHTRA,5(c),Petro-chemical complexes (industries based on processing of ,delisted,1
MAHARASHTRA,5(c),Petro-chemical complexes (industries based on processing of ,granted,5
MAHARASHTRA,5(c),Petro-chemical complexes (industries based on processing of ,tor_granted,4
MAHARASHTRA,5(d),Manmade fibers manufacturing,dead,2
MAHARASHTRA,5(d),Manmade fibers manufacturing,delisted,2
MAHARASHTRA,5(d),Manmade fibers manufacturing,granted,2
MAHARASHTRA,5(d),Manmade fibers manufacturing,tor_granted,4
MAHARASHTRA,5(e,,dead,2
MAHARASHTRA,5(e,,delisted,1
MAHARASHTRA,5(e,,granted,2
MAHARASHTRA,5(e,,tor_granted,3
MAHARASHTRA,5(f),Synthetic organic chemicals industry,dead,71
MAHARASHTRA,5(f),Synthetic organic chemicals industry,delisted,44
MAHARASHTRA,5(f),Synthetic organic chemicals industry,granted,156
MAHARASHTRA,5(f),Synthetic organic chemicals industry,in_process,32
MAHARASHTRA,5(f),Synthetic organic chemicals industry,tor_granted,233
MAHARASHTRA,5(g),Distilleries,dead,43
MAHARASHTRA,5(g),Distilleries,delisted,32
MAHARASHTRA,5(g),Distilleries,granted,72
MAHARASHTRA,5(g),Distilleries,in_process,15
MAHARASHTRA,5(g),Distilleries,tor_granted,64
MAHARASHTRA,5(ga),Grain based distilleries,dead,1
MAHARASHTRA,5(ga),Grain based distilleries,delisted,1
MAHARASHTRA,5(h),Integrated paint industry,delisted,1
MAHARASHTRA,5(h),Integrated paint industry,tor_granted,1
MAHARASHTRA,5(i),Pulp & Paper Industry,delisted,1
MAHARASHTRA,5(j),Sugar Industry,dead,3
MAHARASHTRA,5(j),Sugar Industry,delisted,4
MAHARASHTRA,5(j),Sugar Industry,granted,12
MAHARASHTRA,5(j),Sugar Industry,in_process,2
MAHARASHTRA,5(j),Sugar Industry,tor_granted,15
MAHARASHTRA,6(a),Pipelines,granted,1
MAHARASHTRA,7(a),Airports,dead,1
MAHARASHTRA,7(a),Airports,granted,1
